record_id,timestamp,study_id,extraction_id,citation,first_author,year,doi,country,n_countries,feedstock_category,specific_feedstock,feedstock_single_or_mixed,feedstock_composition,co_amendment,co_amendment_present,co_amendment_class,carbonization_method,carbonization_atmosphere,biochar_modification,modification_present,modification_class,pyrolysis_temp_c,pyrolysis_temp_min_c,pyrolysis_temp_max_c,pyrolysis_temp_reported,residence_time_min,residence_time_reported,particle_size,particle_size_max_mm,particle_size_class,biochar_ph,biochar_ph_sd,biochar_ph_reported,surface_area_m2_g,surface_area_sd,surface_area_reported,ash_content_pct,ash_content_sd,ash_content_reported,functional_groups,functional_groups_std,cec_cmolc_kg,cec_sd,cec_reported,cec_reported_for,experiment_type,soil_type,soil_type_class,contamination_source,target_metals,n_metals,initial_metal_concentration,soil_ph,soil_ph_sd,soil_ph_reported,biochar_application_rate,application_rate_pct_ww,application_rate_t_ha,soil_incubation,soil_incubation_days,plant_growth_period,plant_growth_days,experimental_duration,experimental_duration_days,leafy_vegetable_species,species_common,species_scientific,n_species,edible_part,soil_bioavailability_method,bioavailability_method_std,change_in_soil_bioavailability,plant_metal_conc_control,plant_metal_conc_treated,change_in_plant_metal_uptake,bcf,baf,tf,hq,hi,cr,bcf_reported,baf_reported,tf_reported,health_risk_reported,immobilization_mechanism,mechanism_std,main_findings,randomization_reported,replication_reported,control_treatment_present,biochar_characterization_adequate,statistical_analysis_reported,overall_risk_of_bias,reviewer_initials
57,2026-07-05 10:29:42,40,40-2,Irshad et al. 2024,Irshad,2024,10.1016/j.chemosphere.2024.143184,Pakistan,1,Shell,Peanut shell,Single,Peanut shell,Fe + Mg salts,Yes,Metal/chemical,Co-pyrolysis,N2,Fe-Mg bimetallic modification,Yes,Fe-Mg modified,550,550,550,550,120,120.0,100 mesh (0.149 mm),0.149,Mesh,,,NR,160.6,,160.6,,,NR,-OH (3371-3400 /cm); C=C/C=O (1640 /cm); CH2 (1470 /cm); CH (894 /cm); Fe-O (598 /cm); Mg-O (554 /cm),OH; C=O; C=C; C-H; Fe-O,,,NR,NR,Pot,Agricultural soil,Agricultural,Artificially spiked,Cd; Cu; Pb,3,Cd = 4.4 mg/kg; Pb = 460 mg/kg; Cu = 377.5 mg/kg,,,NR,3% (w/w),3,,56 days (soil spiked and equilibrated before amendment),56,60 days,60,116 days (56-day incubation + 60-day growth),116,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),DTPA,DTPA,Cd reduced by 58%; Pb reduced by 65%; Cu reduced by 52%,NR,NR,"Cd: root reduced by 34.1%, shoot reduced by 79.2%; Pb: root reduced by 47.0%, shoot reduced by 56.3%; Cu: root reduced by 43.3%, shoot reduced by 54.1%",NR,NR,NR,NR,NR,NR,No,No,No,No,Adsorption; complexation; Fe/Mg oxide precipitation; co-precipitation; increased soil pH; transformation to Fe-Mn-bound and residual fractions,Increased soil pH; Adsorption; Surface complexation; Precipitation; Fe/Mn oxide binding,"3% Fe-Mg biochar most effectively immobilized Cd, Pb and Cu, reduced plant uptake, improved spinach growth and photosynthesis, and alleviated oxidative stress",Yes,Yes,Yes,Yes,Yes,Very low,Oscar
58,2026-07-05 12:26:29,41,41-1,Lahori et al. 2024,Lahori,2024,10.1016/j.scitotenv.2024.172810,Pakistan,1,Fruit processing waste,Lemon waste,Single,Lemon waste,None,No,None,Slow pyrolysis,NR,None,No,None,450,450,450,450,90,90.0,<1.0 mm,1,Sieved,8.7,0.1,8.7 +/- 0.1,,,NR,,,NR,NR,NR,113.1,0.5,113.1 +/- 0.5,biochar,Pot,Sandy loam alkaline soil,Agricultural,Naturally contaminated,As; Cd; Cu; Ni; Pb; Zn,6,Cd 1.30; Pb 374.5; As 16.7; Ni 87.1; Cu 131.4; Zn 102.6 mg/kg,7.86,0.3,7.86 +/- 0.3,2%,2,,15 days,15,40 days,40,55 days,55,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),DTPA,DTPA,Cu reduced by 66.3%; Ni increased by 30.3% (mobilization),NR,NR,Shoot: Cd reduced by 82.9%; Root: As reduced by 74.3%; Cu reduced by 77.8%,NR,NR,NR,NR,NR,NR,No,No,No,No,Increased pH; adsorption; complexation,Adsorption; Surface complexation,Reduced Cd and Cu uptake but increased Ni mobility,Yes,Yes,Yes,No,Yes,Low,Oscar
59,2026-07-05 13:24:41,41,41-3,Lahori et al. 2024,Lahori,2024,10.1016/j.scitotenv.2024.172810,Pakistan,1,Vegetable processing waste,Vegetable waste + thiourea,Mixed,Vegetable waste amended with 1% thiourea,Thiourea (1%),Yes,Chemical,Slow pyrolysis,N2,None,No,None,450,450,450,450,90,90.0,<1.0 mm,1,Sieved,9.1,0.1,9.1 +/- 0.1,,,NR,,,NR,NR,NR,144.1,0.4,144.1 +/- 0.4,biochar,Pot,Sandy loam alkaline soil,Agricultural,Naturally contaminated,As; Cd; Cu; Ni; Pb; Zn,6,Cd 1.30; Pb 374.5; As 16.7; Ni 87.1; Cu 131.4; Zn 102.6 mg/kg,7.86,0.3,7.86 +/- 0.3,2%,2,,15 days,15,40 days,40,55 days,55,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),DTPA,DTPA,Cd reduced by 83.8%; Pb reduced by 71.2%; Ni reduced by 80.9%; Zn reduced by 36.3%,NR,NR,shoot: Pb reduced by 77.0%; As reduced by 81.3%; Ni reduced by 89.7%; Cu reduced by 92.0%; Zn reduced by 38.7%; Root: Cd reduced by 65.6%; Pb reduced by 79.4%; Ni reduced by 83.7%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Ion exchange, Thiol functionalization; increased CEC",Adsorption; Surface complexation; Ion exchange; Electrostatic interaction; Increased CEC,"Most effective overall, substantially reducing Cd, Pb, As, Ni, Cu, and Zn bioavailability and plant uptake while improving soil fertility",Yes,Yes,Yes,No,Yes,Low,Oscar
60,2026-07-04 20:30:51,42,42-1,Lv et al. 2024,Lv,2024,10.1007/s11356-023-31536-y,China,1,Straw,Tobacco straw,Single,Tobacco straw,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,120,120.0,10 mesh (2.0 mm),2,Mesh,9.5,0.03,9.5 +/- 0.03,182.8,,182.8,,,NR,Aromatic C-H (700-880 /cm); C-O (1030 /cm); Aromatic C=C (1410 /cm); C=O (1620 /cm); -OH (3420 /cm),OH; C=O; C=C; C-O; C-H,,,NR,NR,Field,Agricultural soil,Agricultural,Naturally contaminated,Cd; Cu,2,Cu = 2192 ± 30.5 mg/kg; Cd = 2.50 ± 0.27 mg/kg,6.5,0.03,6.5 +/- 0.03,5 t /ha,,5,0 days (applied before sowing),0,45 days,45,45 days,45,Crown daisy (Glebionis coronaria); Lettuce (Lactuca sativa),Crown daisy; Lettuce,Glebionis coronaria; Lactuca sativa,2,Shoot (leaves),DTPA,DTPA,"Lettuce: Cu reduced by 35.5%, Cd reduced by 26.1%; Chrysanthemum: Cu reduced by 25.0%, Cd reduced by 18.5%",NR,NR,"Lettuce: Cu reduced by 26.4%, Cd reduced by 24.1%; Chrysanthemum: Cu reduced by 38.1%, Cd reduced by 46.4%",NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Increased soil pH",Increased soil pH; Adsorption; Surface complexation; Electrostatic interaction,Reduced Cu and Cd accumulation in edible parts and reduced soil metal bioavailability.,Yes,Yes,Yes,Yes,Yes,Very low,Oscar
61,2026-07-04 21:13:58,42,42-2,Lv et al. 2024,Lv,2024,10.1007/s11356-023-31536-y,China,1,Straw,Tobacco straw,Single,Tobacco straw,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,120,120.0,10 mesh (2.0 mm),2,Mesh,9.5,0.03,9.5 +/- 0.03,182.8,,182.8,,,NR,Aromatic C-H (700-880 /cm); C-O (1030 /cm); Aromatic C=C (1410 /cm); C=O (1620 /cm); -OH (3420 /cm),OH; C=O; C=C; C-O; C-H,,,NR,NR,Field,Agricultural soil,Agricultural,Naturally contaminated,Cd; Cu,2,Cu = 2192 ± 30.5 mg/kg; Cd = 2.50 ± 0.27 mg/kg,6.5,0.03,6.5 +/- 0.03,10 t /ha,,10,0 days (applied before sowing),0,45 days,45,45 days,45,Crown daisy (Glebionis coronaria); Lettuce (Lactuca sativa),Crown daisy; Lettuce,Glebionis coronaria; Lactuca sativa,2,Shoot (leaves),DTPA,DTPA,"Lettuce: Cu reduced by 23.0%, Cd reduced by 40.7%; Chrysanthemum: Cu reduced by 29.2%, Cd reduced by14.9%",NR,NR,Lettuce: Cu NS; Cd reduced by 29.3%; Chrysanthemum: Cu reduced by 27.1%; Cd reduced by 51.9%,NR,NR,NR,NR,NR,NR,No,No,No,No,"Electrostatic adsorption, Surface complexation, Increased soil pH",Increased soil pH; Adsorption; Surface complexation; Electrostatic interaction,Greater reduction in Cd accumulation and increased soil pH while lowering bioavailable metals,Yes,Yes,Yes,Yes,Yes,Very low,Oscar
62,2026-07-05 14:22:40,43,43-1,Han et al. 2023,Han,2023,10.1016/j.jenvman.2023.118827,China,1,Mixed,Maize straw + cow dung,Mixed,20% maize straw + 80% cow dung,None,No,None,Slow pyrolysis,N2,KH2PO4 (potassium dihydrogen phosphate),Yes,Phosphate-enriched,481,481,481,481,120,120.0,NR,,NR,9.11,,9.11,1.4,,1.4,,,NR,"-COOH, -OH, PO43-, SiO32-",OH; COOH; PO4,10.74,,10.74,biochar,Pot,Mine soil,Mine-affected,Artificially spiked,Cd; Pb,2,Pb = 400 mg/kg; Cd = 16 mg/kg,7.6,,7.6,5% (w/w),5,,70 days,70,55 days,55,125 days,125,Lettuce (Lactuca sativa),Lettuce,Lactuca sativa,1,Shoot (leaves),Tessier sequential extraction,Tessier sequential extraction; Sequential extraction,"Pb: EX reduced by 26.28%; CA reduced by 60.43%; OM reduced by 13.23%; Cd: EX reduced by 6.55%; CA reduced by 5.03%; OM reduced by 7.00% wheere, EX = Exchangeable fraction (most mobile and bioavailable) CA = Carbonate-bound fraction OM = Organic matter-bound fraction",Pb: Shoot ~67 mg/kg; Root ~130 mg/kg. Cd: Shoot ~10.7 mg/kg; Root ~7.5 mg/kg,Pb: Shoot ~41 mg/kg; Root ~56 mg/kg. Cd: Shoot ~5.9 mg/kg; Root ~6.3 mg/kg,"Pb: Root reduced by 56.79%, Shoot reduced by 38.30%; Cd: Root reduced by 16.60%, Shoot reduced by 44.56%","Presented in Figure 8c, and d; but exact values not reported",NR,"Presented in Figure 8c, and d; but exact values not reported",NR,NR,NR,Yes,No,Yes,No,"Electrostatic adsorption, Surface complexation, Precipitation, conversion of exchangeable/carbonate fractions to residual fractions; phosphate precipitation; hydroxide and silicate precipitation",Adsorption; Surface complexation; Precipitation; Electrostatic interaction; Phosphate precipitation; Carbonate precipitation,"5% PBC effectively improved soil nutrients, porosity, and water-holding capacity, immobilized Pb and Cd, transformed them into stable fractions, and significantly reduced Pb and Cd accumulation in lettuce",No,Yes,Yes,No,Yes,Moderate,Oscar
63,2026-07-04 21:42:19,44,44-1,Wang et al. 2023,Wang,2023,10.1016/j.chemosphere.2023.139844,China,1,Straw,Maize straw,Single,Maize straw,None,No,None,NR,NR,None,No,None,,,,NR,,NR,NR,,NR,9.48,0.15,9.48 +/- 0.15,4.57,0.12,4.57 +/- 0.12,,,NR,NR,NR,21.57,0.74,21.57 +/- 0.74,biochar,Pot,Agricultural soil,Agricultural,Naturally contaminated,As; Cd,2,Cd = 1.76 ± 0.11 mg/kg; As = 28.31 ± 1.40 mg/kg,6.46,0.02,6.46 +/- 0.02,5% (w/w),5,,30 days,30,60 days,60,90 days,90,Pak choi (Brassica rapa var. chinensis),Pak choi,Brassica rapa var. chinensis,1,Shoot (leaves),"Tessier sequential extraction (exchangeable fraction, mobility factor)",Tessier sequential extraction; Sequential extraction,Exchangeable Cd and As markedly reduced; exact % NR,Cd (shoot) = 0.36 mg/kg; As (shoot) = 0.58 mg/kg,Cd (shoot) = 0.11 mg/kg; As (shoot) = NR,Cd reduction = 69.4% (calculated from 0.36 to 0.11 mg/kg); As = NR,NR,NR,"Reported (reduced), numerical value NR",Reduced from 0.11 of control to 0.05,Reduced from 3.49 of control to 1.09,NR,No,No,Yes,Yes,Adsorption; complexation with organic functional groups; increased soil pH; conversion of Cd and As to stable fractions; reduced mobility and bioavailability,Increased soil pH; Adsorption; Surface complexation; Functional group binding,"5% maize straw biochar most effectively immobilized Cd and As, reduced metal accumulation in pakchoi, and achieved the lowest bioaccessibility-based health risk",No,Yes,Yes,No,Yes,Moderate,Oscar
64,2026-08-05 13:55:54,45,45-1,Zang et al. 2023,Zang,2023,10.1016/j.ecoenv.2023.115216,China,1,Straw,Rice straw,Single,Rice straw,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,360,360.0,NR,,NR,8.38,0.1,8.38 +/- 0.1,,,NR,,,NR,-OH; -COO-/-COOH; N-H; C=O; C=C; aliphatic C-H; C-O; C-O-C; Si-O-Si.,OH; COOH; C=O; C=C; C-O; C-H; Si-O; N-H,,,NR,NR,Pot,Naturally Cd-As co-contaminated agricultural soil,Agricultural,Naturally contaminated,As; Cd,2,Total Cd: 3.89 ± 0.14 mg /kg; total As: 40.12 ± 0.84 mg /kg,6.78,0.47,6.78 +/- 0.47,3% (w/w),3,,NR,,60 days,60,120 days,120,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),BCR sequential extraction for Cd; modified Price and Pichler sequential extraction for As,BCR sequential extraction; Sequential extraction,RSB reduced the acid-soluble Cd fraction and increased oxidizable and residual Cd fractions in both seasons. It also reduced water-soluble and exchangeable As and increased residual As. Exact RSB-specific percentage reductions were NR in the main article; the authors reported ranges across eligible As-immobilizing biochars of 28-70% for water-soluble As and 15-46% for exchangeable As.,"Shoot Cd: approximately 0.74 mg /kg DW in Season I and 0.71 mg /kg DW in Season II, estimated from Figure 1C; shoot As: 0.25 mg /kg DW in Season I and 0.23 mg /kg DW in Season II.","Shoot Cd: approximately 0.48 mg /kg DW in Season I and 0.50 mg /kg DW in Season II, estimated from Figure 1C; shoot As: 0.23 mg /kg DW in Season I and 0.18 mg /kg DW in Season II.","Based on the reported/graphical shoot concentrations, RSB reduced Cd by approximately 35.1% in Season I and 29.6% in Season II; shoot As decreased by 8.0% in Season I and 21.7% in Season II.",NR,NR,NR,NR,was approximately 1.05 in Season I and 0.92 in Season II for RSB,NR,No,No,No,Yes,"Increased soil pH and negative surface charge; electrostatic adsorption of Cd2+; complexation with -OH, -COO-, carboxylic and other oxygen-containing groups; physical adsorption within developed pores; ion exchange involving Mg2+ and other mineral ions; CdCO3 and CdS precipitation; As co-precipitation with mineral elements; redistribution of Cd and As into more stable soil fractions; changes in rhizosphere bacterial community composition",Increased soil pH; Adsorption; Surface complexation; Ion exchange; Precipitation; Electrostatic interaction; Carbonate precipitation; Microbial immobilization; Pore filling / surface area; Functional group binding,"Rice-straw biochar reduced mustard shoot Cd and As across two seasons, increased biomass, stabilized soil metal fractions, and lowered long-term dietary risk.",No,Yes,Yes,Yes,Yes,Low,Nelson
65,2026-08-05 12:38:42,48,48-1,Chen et al. 2025,Chen,2025,10.3390/toxics13020079,China,1,Straw,Wheat straw,Single,Wheat straw,None,No,None,Slow pyrolysis,NR,Nitrogen-doped biochar (HNC),Yes,N-doped,350,350,350,350,120,120.0,100 mesh (0.149 mm),0.149,Mesh,5.51,,5.51,,,NR,,,NR,Increased oxygen-containing functional groups after modification,Other,,,NR,NR,Pot,Calcaric Leptic Luvisol,Agricultural,Naturally contaminated,Cd; Cu; Ni; Pb; Zn,5,Total Pb 851.0 ± 4.24 mg /kg; Cd 20.00 ± 0.71 mg /kg; Cu 95.50 ± 8.61 mg /kg; Zn 242.0 ± 4.24 mg /kg; Ni 20.75 ± 3.18 mg /kg,8.75,0.15,8.75 +/- 0.15,2% (w/w),2,,15 days,15,7 weeks,49,64 days,64,Spinach (Spinacia oleracea),Spinach,Spinacia oleracea,1,Shoot (leaves),DTPA extraction followed by ICP-MS determination,DTPA,"At the highest HNC treatment (3%), DTPA-extractable Pb 10.46%, Cd 12.91%, Cu 21.98%, Zn 12.62%, and Ni 12.24% lower than the control. The article does not report treatment-specific percentages for the 2% HNC treatment. Therefore, NR for 2% HNC.",Reported graphically,The 2% HNC treatment produced the greatest reduction in shoot Pb (35.50%),"Pb: 35.50% (2% HNC); Cd: NR for 2% HNC; Ni: NR for 2% HNC. The 30.31% Cd and 33.25% Ni reductions reported in the paper correspond to 3% HNC, not the selected 2% treatment, and therefore are not extracted.",NR,"At 2% HNC, BCF values were: Cu 0.0209; Zn 0.0799; Pb 0.0042; Cd 0.7041; Ni 0.0066.",NR,Adult HI 13.9; Children HI 44.8 (2% HNC). Individual HQ values were also reported.,Adult 13.9; Children 44.8.,Total carcinogenic risk (TCR): Adult 8.4 x 10-2; Children 2.7 x 10-1. Cd remained above the acceptable carcinogenic-risk threshold.,No,Yes,No,Yes,Adsorption by oxygen-containing functional groups; enhanced surface adsorption capacity after N-doping; increased soil organic matter; increased cation exchange capacity; increased alkaline nitrogen; increased available phosphorus; reduction of DTPA-extractable metals; reduced bioaccumulation in spinach; dilution effect through improved plant biomass.,Increased soil pH; Adsorption; Ion exchange; Increased CEC; Increased SOM/DOC; Functional group binding,"2% N-doped wheat-straw biochar substantially reduced Pb accumulation in spinach while improving plant growth and lowering human health risk, but metal concentrations in edible tissues remained above food-safety limits for heavily contaminated soil.",Yes,Yes,Yes,Yes,Yes,Very low,Nelson
66,2026-08-05 11:13:39,50,50-1,Huang et al. 2024,Huang,2024,10.3390/plants13141934,China,1,Shell,Peanut shell,Single,Peanut shell,None,No,None,Slow pyrolysis,NR,None,No,None,500,500,500,500,120,120.0,80 mesh (0.177 mm),0.177,Mesh,9.72,0.65,9.72 +/- 0.65,,,NR,,,NR,NR,NR,17.5,0.14,17.5 +/- 0.14,biochar,Pot,Acidic Oxisol (red soil) collected from a mining area,Mine-affected,Naturally contaminated,Cd; Pb,2,Total Cd: 5.26 ± 0.69 mg /kg; Total Pb: 1110.00 ± 96.32 mg /kg; DTPA-Cd: 2.45 ± 0.23 mg /kg; DTPA-Pb: 321.70 ± 22.21 mg /kg,4.73,0.88,4.73 +/- 0.88,9% (w/w),9,,10 days,10,Crown daisy: 53 days; Lettuce: 37 days; Long-leaf lettuce: 78 days,78,178 days,178,Crown daisy (Glebionis coronaria); Lettuce (Lactuca sativa),Crown daisy; Lettuce,Glebionis coronaria; Lactuca sativa,2,Shoot (leaves),DTPA extraction followed by graphite furnace atomic absorption spectrometry,DTPA,Available Cd reduced by 11.98-19.07%; Available Pb reduced by 14.35-28.47% relative to the control after successive cultivation.,"Edible-shoot Cd: 0.31-5.19 mg /kg; Edible-shoot Pb: 0.48-4.74 mg /kg, depending on vegetable species.",B9 produced the lowest Cd and Pb concentrations in edible shoots,Edible-shoot Cd reduced by 41.96-78.42%; edible-shoot Pb reduced by 55.26-89.79% relative to the control.,NR,B9 produced the lowest Cd and Pb bioaccumulation factors,"Transfer factors were reported; high-dose biochar significantly increased Cd TF in long-leaf lettuce and Pb TF in crown daisy, but numerical values for B9 alone were not tabulated.",NR,NR,NR,No,Yes,Yes,No,Increased soil pH; increased cation exchange capacity; increased soil organic carbon; adsorption of Cd and Pb onto porous biochar surfaces; complexation with oxygen-containing surface functional groups; enhanced electrostatic adsorption; increased precipitation and reduced DTPA-extractable Cd and Pb; reduced bioaccumulation and root-to-shoot transfer.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Precipitation; Electrostatic interaction; Increased CEC; Increased SOM/DOC; Pore filling / surface area; Functional group binding,"The 9% peanut-shell biochar treatment produced the strongest overall immobilization of Cd and Pb, resulting in the greatest reductions in soil metal bioavailability and edible-tissue metal accumulation across three successive leafy vegetable crops.",Yes,Yes,Yes,NR,Yes,Low,Nelson
67,2026-08-05 11:42:01,50,50-2,Huang et al. 2024,Huang,2024,10.3390/plants13141934,China,1,Shell,Peanut shell,Single,Peanut shell,Alkaline mineral (0.2% w/w),Yes,Mineral,Slow pyrolysis,NR,None,No,None,500,500,500,500,120,120.0,80 mesh (0.177 mm),0.177,Mesh,9.72,0.65,9.72 +/- 0.65,,,NR,,,NR,NR,NR,17.5,0.14,17.5 +/- 0.14,biochar,Pot,Acidic red soil of the Oxisol type collected from a mining site,Mine-affected,Naturally contaminated,Cd; Pb,2,Total Cd: 5.26 ± 0.69 mg /kg; Total Pb: 1110.00 ± 96.32 mg /kg; DTPA-Cd: 2.45 ± 0.23 mg /kg; DTPA-Pb: 321.70 ± 22.21 mg /kg,4.73,0.88,4.73 +/- 0.88,1% (w/w) + 0.2% alkaline mineral (w/w),1,,10 days,10,Crown daisy: 53 days; Lettuce: 37 days; Long-leaf lettuce: 78 days,78,178 days,178,Crown daisy (Glebionis coronaria); Lettuce (Lactuca sativa),Crown daisy; Lettuce,Glebionis coronaria; Lactuca sativa,2,Shoot (leaves),DTPA extraction followed by graphite furnace atomic absorption spectrometry,DTPA,Available Cd reduced by 27.45-36.78%; available Pb reduced by 32.42-44.69% relative to the control after three cropping cycles.,"Edible-shoot Cd: 0.31-5.19 mg /kg; edible-shoot Pb: 0.48-4.74 mg /kg, depending on vegetable species.",B1R0.2 produced the lowest or near-lowest Cd and Pb concentrations among the practical amendment treatments across all three vegetables,Edible-shoot Cd reduced by 12.43-65.92%; edible-shoot Pb reduced by 50.35-79.25% relative to the control.,NR,"Lower Cd and Pb bioaccumulation factors than B1, B3 and alkaline mineral alone",B1R0.2 generally reduced Cd and Pb transfer to shoots compared with the control,NR,NR,NR,No,Yes,Yes,No,Increased soil pH; increased cation exchange capacity; enhanced adsorption by porous biochar; precipitation of Cd and Pb promoted by alkaline minerals; complexation with oxygen-containing functional groups; increased soil organic carbon; reduced DTPA-extractable Cd and Pb; synergistic interaction between biochar and alkaline mineral reducing metal mobility and plant uptake.,Increased soil pH; Adsorption; Surface complexation; Ion exchange; Precipitation; Increased CEC; Increased SOM/DOC; Pore filling / surface area; Functional group binding,The combined application of 1% peanut-shell biochar and 0.2% alkaline mineral substantially reduced Cd and Pb uptake while achieving the greatest improvement in leafy vegetable biomass among the practical amendment strategies.,Yes,Yes,Yes,Yes,Yes,Very low,Nelson
68,2026-08-04 19:05:35,51,51-1,Hira et al. 2023,Hira,2023,10.3389/fpls.2023.1139136,Pakistan,1,Husk,Wheat husk,Single,Wheat husk,None,No,None,Slow pyrolysis,NR,None,No,None,,,,NR,,NR,NR,,NR,,,NR,,,NR,,,NR,NR,NR,,,NR,NR,Pot,Autoclaved agricultural soil,Experimental/other,Artificially spiked,Cd,1,Soil amended with 10 mmol /kg CdCl2,7.78,,7.78,1% (w/w),1,,Biochar incorporated before sowing; bacterial inoculum added 3 days before sowing after Cd conditioning,3,Approximately 60-65 days,65,Approximately 70-75 days,75,Mustard (Brassica juncea),Mustard,Brassica juncea,1,Shoot (leaves),"X-ray diffraction (XRD) of post-harvest soil; SEM-EDX used for plant tissues. No standard extractable Cd method (e.g., DTPA, CaCl2) was performed.",DTPA; CaCl2; XRD/SEM only,NR,Positive control (Cd only) exhibited the highest Cd accumulation in leaves and roots.,"T6 produced the lowest Cd accumulation, with 3.37 wt% Cd in leaves and 0.20 wt% Cd in roots",reduced Cd translocation by approximately 70-95%,NR,NR,NR,NR,NR,NR,No,No,No,No,Adsorption of Cd onto porous biochar surfaces; increased soil sorption capacity; immobilization of Cd around the rhizosphere; microbial-assisted Cd immobilization; nitrogen fixation by Rhizobium; improved nutrient availability; enhanced root development; intercropping effects improving rhizosphere functioning; reduced Cd translocation from roots to shoots; improved plant physiological tolerance under Cd stress.,Adsorption; Microbial immobilization; Pore filling / surface area,"Combined wheat-husk biochar, Rhizobium leguminosarum, and Vigna radiata intercropping produced the lowest Cd accumulation in mustard tissues and reduced Cd translocation while markedly improving plant growth and biomass.",Yes,Yes,Yes,No,Yes,Low,Nelson
69,2026-08-03 19:28:58,52,52-1,Qin et al. 2022,Qin,2022,10.3390/toxics10080462,China,1,Straw,Rice straw,Single,Rice straw,Fertilizer,Yes,Fertilizer,Slow pyrolysis,NR,None,No,None,600,600,600,600,,NR,NR,,NR,9.94,,9.94,37.9,,37.9,,,NR,NR,NR,,,NR,NR,Pot,Agricultural soil,Agricultural,Naturally contaminated,Cd; Cr; Cu; Ni; Pb; Zn,6,Cr = 58.7 mg /kg; Ni = 15.0 mg /kg; Cu = 246 mg /kg; Zn = 256 mg /kg; Cd = 0.49 mg /kg; Pb = 171 mg /kg,4.3,,4.3,2.5% (w/w),2.5,,15 days,15,150 days,150,165 days,165,Gynura (Gynura cusimbua),Gynura,Gynura cusimbua,1,Shoot (leaves),Water extraction; 1 M NH4Cl extraction. The NH4Cl-extractable fraction was interpreted as the main soluble and exchangeable phytoavailable metal pool.,NH4Cl; Water extraction,"Based on NH4Cl-extractable concentrations for harvests 1-5: Ni: 8.9%, 7.1%, 12.3%, 35.1%, and 13.7% reductions; Zn: 11.8%, 24.3%, 19.8%, 40.7%, and 14.1% reductions; Cd: 17.8%, 22.4%, 36.3%, 53.8%, and 36.4% reductions. Cu: 24.7% and 20.3% reductions during harvests 1-2, followed by increases of 11.9%, 88.0%, and 39.2%. Pb: 19.6% and 4.4% reductions initially, a 5.0% increase at harvest 3, a 67.2% increase at harvest 4, and an 8.8% reduction at harvest 5. Cr: inconsistent, with increases at harvests 1, 3, and 4. Percentages were calculated from Table 1 means.","Above-ground concentrations for harvests 1-5, mg /kg DW: Cr: 26.88; 28.09; 20.06; 16.82; 19.47. Ni: 6.80; 8.58; 5.96; 5.53; 6.73. Cu: 44.89; 64.55; 26.60; 34.00; 44.11. Zn: 316.83; 466.71; 318.68; 273.78; 387.65. Cd: 3.94; 6.87; 3.91; 5.55; 5.97. Pb: 8.65; 22.45; 18.70; 15.25; 28.43.","Above-ground concentrations for harvests 1-5, mg /kg DW: Cr: 18.47; 21.02; 26.60; 15.58; 18.58. Ni: 5.25; 5.00; 5.26; 6.32; 18.50. Cu: 23.43; 26.41; 21.78; 36.04; 52.27. Zn: 148.39; 214.41; 226.72; 339.31; 297.80. Cd: 4.41; 6.21; 3.95; 8.36; 6.27. Pb: 3.49; 9.31; 11.34; 14.27; 21.69.","Calculated for edible above-ground tissue across harvests 1-5: Cr: 31.3%, 25.2%, -32.6%, 7.4%, 4.6%; Ni: 22.8%, 41.7%, 11.7%, -14.3%, -174.9%; Cu: 47.8%, 59.1%, 18.1%, -6.0%, -18.5%; Zn: 53.2%, 54.1%, 28.9%, -23.9%, 23.2%; Cd: -11.9%, 9.6%, -1.0%, -50.6%, -5.0%; Pb: 59.7%, 58.5%, 39.4%, 6.4%, 23.7%. Neg",NR,"BAF reductions were sustained for Ni, weakened over time for Cu, Zn, and Pb, and were inconsistent for Cd and Cr.","Biochar had no consistent effect on root-to-aerial translocation; Cd generally had the highest TF, while Cu and Pb had comparatively low TF values.",NR,NR,NR,No,Yes,Yes,No,Neutralization of soil acidity; hydrolysis of cationic metals; precipitation of Cu as Cu(OH)2; adsorption onto negatively charged biochar surfaces; electrostatic adsorption of cationic metals; reduced soluble and exchangeable metal fractions; gradual protonation of biochar surfaces; replacement of adsorbed metals by H+; desorption of previously immobilized metals; rhizosphere organic-acid effects; weak adsorption of oxyanionic Cr by negatively charged surfaces,Increased soil pH; Adsorption; Precipitation; Electrostatic interaction,"Rice-straw biochar initially reduced edible-tissue Cu, Zn, and Pb, but surface protonation progressively weakened immobilization across five harvest cycles.",No,Yes,Yes,Yes,Yes,Low,Nelson
